phone;COUNT z doctor_id;COUNTUNIQUE z status;0;
393382016799;2;1;3,93382E+11;other
393382016801;2;2;0;booked-user
393382016803;7;2;0;other
393382016810;2;1;3,93382E+11;other
393382016812;3;2;0;other
393382016815;2;1;3,93382E+11;other
393382016817;3;2;0;other
393382016820;2;1;3,93382E+11;other
393382016822;3;2;0;other
393382016825;2;2;0;booked-doctor
393382016827;3;2;0;other
393382016830;5;2;0;other
393382016835;2;2;0;booked-user
393382016837;2;2;0;booked-doctor
393382016839;2;1;3,93382E+11;other
393382016841;3;1;3,93382E+11;other
393382016844;2;1;3,93382E+11;other
393382016846;2;1;3,93382E+11;other
393382016848;7;2;0;other
393382016855;2;2;0;booked-doctor
393382016857;2;1;3,93382E+11;other
393382016859;3;2;0;other
393382016862;5;2;0;other
393382016867;2;1;3,93382E+11;other
393382016869;2;2;0;booked-doctor
393382016871;4;2;0;other
393382016875;3;1;3,93382E+11;other
393382016878;4;2;0;other
393382016882;2;2;0;booked-user
393382016884;3;1;3,93382E+11;other
393382016887;4;1;3,93382E+11;other
393382016891;5;2;0;other
393382016896;2;2;0;booked-doctor
393382016898;3;2;0;other
393382016901;5;2;0;other
393382016906;2;1;3,93382E+11;other
393382016908;3;2;0;other
393382016911;7;2;0;other
393382016918;7;2;0;other
393382016925;3;2;0;other
393382016928;3;2;0;other
393382016931;5;2;0;other
393382016936;2;2;0;booked-doctor
393382016938;3;2;0;other
393382016941;4;2;0;other
393382016945;15;2;0;other
393382016960;2;1;3,93382E+11;other
393382016962;7;2;0;other
393382016969;2;2;0;booked-doctor
393382016971;5;2;0;other
393382016976;3;2;0;other
393382016979;2;1;3,93382E+11;other
393382016981;12;2;0;other
393382016993;5;2;0;other
393382016998;8;2;0;other
393382017006;6;2;0;other
393382017012;6;2;0;other
393382017018;4;2;0;other
393382017022;2;2;0;booked-user
393382017024;7;2;0;other
393382017031;2;1;3,93382E+11;other
393382017033;6;2;0;other
393382017039;6;2;0;other
393382017045;4;1;3,93382E+11;other
393382017049;4;2;0;other
393382017053;3;2;0;other
393382017056;2;2;0;booked-doctor
393382017058;2;1;3,93382E+11;other
393382017060;3;2;0;other
393382017063;2;1;3,93382E+11;other
393382017065;8;2;0;other
393382017073;2;2;0;booked-doctor
393382017075;2;2;0;booked-user
393382017077;4;2;0;other
393382017081;10;2;0;other
393382017091;2;2;0;booked-user
393382017093;5;2;0;other
393382017098;7;1;3,93382E+11;other
393382017105;5;2;0;other
393382017110;7;2;0;other
393382017117;4;2;0;other
